Order_ID,Order_Date,Product,Category,Quantity,Sales,Profit,Region,Customer
ORD00250,2023-05-01,Samsung S22,Phones,1,57000.0,5755.45,North,CUST1042
ORD00251,2023-01-19,Samsung S22,Phones,3,197100.0,22267.71,West,CUST1039
ORD00252,2023-08-30,Dell XPS 13,Laptops,2,248600.0,30442.46,North,CUST1047
ORD00253,2023-05-30,OnePlus 10,Phones,4,284400.0,30148.9,West,CUST1037
ORD00254,2023-09-11,OnePlus Pad,Tablets,3,66000.0,8891.97,North,CUST1002
ORD00255,2023-06-16,Realme Pad,Tablets,2,58800.0,8228.94,North,CUST1049
ORD00256,2023-10-15,OnePlus Pad,Tablets,3,113700.0,14463.98,East,CUST1045
ORD00257,2023-12-19,USB Hub,Accessories,1,3200.0,1216.76,East,CUST1006
ORD00258,2023-01-05,Redmi Note 11,Phones,5,243500.0,21455.64,West,CUST1027
ORD00259,2023-09-16,LG OLED,TVs,3,226800.0,22435.07,South,CUST1006
ORD00260,2023-10-13,Lenovo IdeaPad,Laptops,2,159800.0,39841.67,West,CUST1008
ORD00261,2023-10-30,Wireless Earbuds,Accessories,4,19200.0,8198.25,North,CUST1016
ORD00262,2023-01-03,Dell XPS 13,Laptops,4,312800.0,62477.66,West,CUST1030
ORD00263,2023-12-26,MI TV 4K,TVs,3,118500.0,21223.12,West,CUST1044
ORD00264,2023-08-19,iPhone 13,Phones,5,105000.0,11638.8,West,CUST1033
ORD00265,2023-05-31,MI TV 4K,TVs,4,369200.0,23754.05,South,CUST1045
ORD00266,2023-11-27,Dell XPS 13,Laptops,5,390500.0,53052.67,East,CUST1023
ORD00267,2023-05-23,Lenovo IdeaPad,Laptops,2,193400.0,46011.56,South,CUST1037
ORD00268,2023-03-23,Wireless Earbuds,Accessories,4,18800.0,6077.54,North,CUST1035
ORD00269,2023-06-12,HP Pavilion,Laptops,4,520400.0,77216.53,South,CUST1027
ORD00270,2023-09-23,HP Pavilion,Laptops,2,290600.0,54038.88,North,CUST1002
ORD00271,2023-04-20,Vivo V23,Phones,1,75000.0,10383.56,West,CUST1046
ORD00272,2023-05-21,MI TV 4K,TVs,3,346500.0,55101.85,North,CUST1034
ORD00273,2023-01-12,LG OLED,TVs,4,151200.0,26546.76,West,CUST1032
ORD00274,2023-06-09,USB Hub,Accessories,4,10000.0,3211.33,North,CUST1043
ORD00275,2023-09-23,Lenovo IdeaPad,Laptops,3,247500.0,45704.88,North,CUST1002
ORD00276,2023-03-24,Samsung Tab S7,Tablets,5,193000.0,23474.53,North,CUST1035
ORD00277,2023-03-21,Sony Bravia,TVs,4,215200.0,15521.41,West,CUST1033
ORD00278,2023-08-09,Screen Guard,Accessories,1,1500.0,516.24,West,CUST1036
ORD00279,2023-01-07,Wireless Earbuds,Accessories,5,22500.0,8774.03,East,CUST1028
ORD00280,2023-08-07,OnePlus TV,TVs,5,130000.0,14292.0,North,CUST1038
ORD00281,2023-01-13,LG OLED,TVs,2,86000.0,11547.55,North,CUST1026
ORD00282,2023-06-09,Asus VivoBook,Laptops,5,309500.0,33949.83,West,CUST1017
ORD00283,2023-09-13,iPad Air,Tablets,4,159200.0,23865.15,East,CUST1026
ORD00284,2023-08-15,Wireless Earbuds,Accessories,4,6400.0,2754.19,North,CUST1029
ORD00285,2023-04-15,USB Hub,Accessories,2,8000.0,3827.34,West,CUST1017
ORD00286,2023-04-07,iPhone 13,Phones,1,67600.0,6027.89,South,CUST1050
ORD00287,2023-09-21,Lenovo IdeaPad,Laptops,5,654000.0,114003.85,East,CUST1022
ORD00288,2023-03-10,iPhone 13,Phones,4,177200.0,32940.62,West,CUST1044
ORD00289,2023-04-19,Vivo V23,Phones,5,87500.0,14835.18,East,CUST1024
ORD00290,2023-08-16,iPad Air,Tablets,5,169500.0,22757.63,East,CUST1015
ORD00291,2023-09-18,Lenovo Tab P11,Tablets,4,109200.0,15036.66,South,CUST1032
ORD00292,2023-11-25,Lenovo IdeaPad,Laptops,1,72500.0,15615.3,South,CUST1015
ORD00293,2023-04-15,HP Pavilion,Laptops,1,68100.0,9473.19,North,CUST1025
ORD00294,2023-09-15,MacBook Air,Laptops,2,255800.0,36815.58,South,CUST1013
ORD00295,2023-07-02,MI TV 4K,TVs,2,74400.0,7484.05,North,CUST1025
ORD00296,2023-08-01,OnePlus Pad,Tablets,2,76800.0,16283.95,West,CUST1032
ORD00297,2023-04-29,iPad Air,Tablets,5,121500.0,23599.26,East,CUST1049
ORD00298,2023-05-06,Charger 65W,Accessories,2,6800.0,2340.65,West,CUST1046
ORD00299,2023-09-26,Phone Case,Accessories,3,5100.0,2080.35,South,CUST1002
ORD00300,2023-03-29,OnePlus TV,TVs,4,410800.0,35173.26,West,CUST1013
ORD00301,2023-04-28,Realme Pad,Tablets,5,220000.0,36447.77,East,CUST1023
ORD00302,2023-12-28,MI TV 4K,TVs,1,97300.0,7707.0,South,CUST1016
ORD00303,2023-08-12,Redmi Note 11,Phones,5,361500.0,40975.39,West,CUST1042
ORD00304,2023-08-19,HP Pavilion,Laptops,1,101100.0,21227.03,East,CUST1027
ORD00305,2023-08-22,Dell XPS 13,Laptops,5,496500.0,88686.75,South,CUST1012
ORD00306,2023-08-31,iPhone 13,Phones,2,128600.0,20756.74,East,CUST1006
ORD00307,2023-01-20,Realme Pad,Tablets,2,55600.0,7939.99,South,CUST1024
ORD00308,2023-12-25,Samsung Tab S7,Tablets,5,202500.0,16253.29,North,CUST1010
ORD00309,2023-03-12,Screen Guard,Accessories,1,2200.0,837.02,West,CUST1029
ORD00310,2023-09-11,Realme Pad,Tablets,2,72200.0,11443.15,West,CUST1034
ORD00311,2023-07-30,HP Pavilion,Laptops,4,523200.0,91423.11,South,CUST1024
ORD00312,2023-07-11,MI TV 4K,TVs,2,184400.0,28514.47,East,CUST1048
ORD00313,2023-04-26,MI TV 4K,TVs,1,66200.0,4675.84,North,CUST1028
ORD00314,2023-07-17,Lenovo Tab P11,Tablets,1,52100.0,8854.87,West,CUST1020
ORD00315,2023-11-21,OnePlus Pad,Tablets,3,131400.0,27993.95,North,CUST1010
ORD00316,2023-04-28,HP Pavilion,Laptops,5,585000.0,109904.84,North,CUST1006
ORD00317,2023-02-04,OnePlus 10,Phones,5,329500.0,28579.62,South,CUST1026
ORD00318,2023-03-15,Realme Pad,Tablets,5,159500.0,23498.63,West,CUST1005
ORD00319,2023-05-09,Wireless Earbuds,Accessories,4,2800.0,1346.19,West,CUST1036
ORD00320,2023-06-01,Redmi Note 11,Phones,4,95200.0,16199.71,North,CUST1036
ORD00321,2023-06-12,MI TV 4K,TVs,2,103600.0,9469.53,East,CUST1028
ORD00322,2023-10-28,MacBook Air,Laptops,1,125400.0,13769.54,West,CUST1043
ORD00323,2023-06-27,Wireless Earbuds,Accessories,2,6000.0,2215.1,North,CUST1027
ORD00324,2023-06-03,HP Pavilion,Laptops,4,216400.0,50274.12,West,CUST1014
ORD00325,2023-03-28,Vivo V23,Phones,2,157400.0,15330.1,South,CUST1037
ORD00326,2023-06-10,OnePlus 10,Phones,3,234600.0,35899.26,South,CUST1004
ORD00327,2023-12-20,Dell XPS 13,Laptops,1,97600.0,11440.22,West,CUST1043
ORD00328,2023-04-08,iPhone 13,Phones,1,54800.0,5871.14,North,CUST1010
ORD00329,2023-11-26,OnePlus TV,TVs,2,176200.0,15141.02,South,CUST1016
ORD00330,2023-02-28,Realme Pad,Tablets,4,58800.0,8922.92,South,CUST1035
ORD00331,2023-08-02,iPad Air,Tablets,5,95500.0,12054.98,East,CUST1040
ORD00332,2023-06-17,MI TV 4K,TVs,4,197200.0,34233.24,South,CUST1028
ORD00333,2023-02-13,Dell XPS 13,Laptops,2,94400.0,16009.27,North,CUST1042
ORD00334,2023-07-16,Phone Case,Accessories,4,10000.0,3794.76,East,CUST1011
ORD00335,2023-03-26,Wireless Earbuds,Accessories,4,16400.0,6814.51,West,CUST1009
ORD00336,2023-09-20,MacBook Air,Laptops,4,466000.0,102048.97,West,CUST1003
ORD00337,2023-08-08,Samsung QLED,TVs,3,153900.0,27397.67,North,CUST1008
ORD00338,2023-09-03,MI TV 4K,TVs,3,164400.0,25618.65,East,CUST1032
ORD00339,2023-03-04,Redmi Note 11,Phones,3,143400.0,28114.31,North,CUST1021
ORD00340,2023-02-28,LG OLED,TVs,4,478800.0,85022.38,East,CUST1027
ORD00341,2023-06-03,Sony Bravia,TVs,3,225300.0,32966.44,South,CUST1005
ORD00342,2023-05-14,Realme Pad,Tablets,4,195600.0,38077.24,East,CUST1044
ORD00343,2023-08-01,OnePlus 10,Phones,2,136800.0,18483.3,West,CUST1034
ORD00344,2023-06-05,OnePlus Pad,Tablets,4,138400.0,15806.33,West,CUST1026
ORD00345,2023-12-04,Vivo V23,Phones,3,72600.0,8839.27,South,CUST1011
ORD00346,2023-12-13,iPhone 13,Phones,5,337000.0,61080.74,East,CUST1033
ORD00347,2023-06-05,USB Hub,Accessories,2,4000.0,1749.06,East,CUST1039
ORD00348,2023-05-08,Redmi Note 11,Phones,4,318000.0,28213.12,East,CUST1003
ORD00349,2023-01-21,Wireless Earbuds,Accessories,1,1500.0,558.11,East,CUST1046
ORD00350,2023-09-09,Screen Guard,Accessories,4,6000.0,2768.88,North,CUST1015
ORD00351,2023-04-01,HP Pavilion,Laptops,1,136200.0,13623.85,South,CUST1046
ORD00352,2023-03-25,USB Hub,Accessories,3,7200.0,3315.39,North,CUST1025
ORD00353,2023-10-02,Dell XPS 13,Laptops,3,441000.0,98742.48,North,CUST1028
ORD00354,2023-10-02,USB Hub,Accessories,1,1900.0,885.17,East,CUST1014
ORD00355,2023-11-16,OnePlus TV,TVs,4,136800.0,12178.93,North,CUST1025
ORD00356,2023-02-10,Realme Pad,Tablets,3,65100.0,11863.46,West,CUST1004
ORD00357,2023-04-30,Wireless Earbuds,Accessories,1,2000.0,736.16,East,CUST1016
ORD00358,2023-02-19,Sony Bravia,TVs,4,321600.0,57711.92,North,CUST1021
ORD00359,2023-07-20,MI TV 4K,TVs,5,409500.0,30217.81,North,CUST1009
ORD00360,2023-01-08,Phone Case,Accessories,1,800.0,392.93,North,CUST1023
ORD00361,2023-08-20,Screen Guard,Accessories,1,2000.0,665.93,North,CUST1038
ORD00362,2023-12-14,Charger 65W,Accessories,5,17000.0,7399.85,West,CUST1004
ORD00363,2023-06-11,USB Hub,Accessories,3,10200.0,4999.08,East,CUST1041
ORD00364,2023-08-06,iPhone 13,Phones,2,77000.0,10525.84,East,CUST1008
ORD00365,2023-08-29,OnePlus Pad,Tablets,2,107600.0,13599.41,East,CUST1040
ORD00366,2023-02-18,Realme Pad,Tablets,4,83600.0,12733.97,South,CUST1049
ORD00367,2023-09-02,OnePlus Pad,Tablets,4,97200.0,14074.49,North,CUST1042
ORD00368,2023-01-17,iPad Air,Tablets,1,47100.0,5644.4,West,CUST1021
ORD00369,2023-05-27,Lenovo Tab P11,Tablets,1,13300.0,2321.63,East,CUST1013
ORD00370,2023-04-19,Sony Bravia,TVs,4,377200.0,62566.55,West,CUST1048
ORD00371,2023-01-08,Vivo V23,Phones,2,154200.0,27531.45,North,CUST1027
ORD00372,2023-06-10,Sony Bravia,TVs,4,360800.0,26604.86,East,CUST1036
ORD00373,2023-04-23,Asus VivoBook,Laptops,3,316800.0,57796.22,North,CUST1012
ORD00374,2023-04-15,HP Pavilion,Laptops,1,143600.0,28761.05,South,CUST1002
ORD00375,2023-04-28,Lenovo Tab P11,Tablets,5,62000.0,10481.31,North,CUST1039
ORD00376,2023-04-03,Phone Case,Accessories,4,13600.0,6095.47,South,CUST1003
ORD00377,2023-11-17,Dell XPS 13,Laptops,1,86400.0,12463.73,East,CUST1045
ORD00378,2023-10-06,Asus VivoBook,Laptops,5,644500.0,85336.77,West,CUST1038
ORD00379,2023-03-14,USB Hub,Accessories,3,7200.0,3129.07,North,CUST1038
ORD00380,2023-06-05,Lenovo IdeaPad,Laptops,4,511200.0,114183.35,West,CUST1015
ORD00381,2023-06-16,OnePlus 10,Phones,2,78200.0,6513.31,South,CUST1028
ORD00382,2023-05-28,MI TV 4K,TVs,5,548000.0,55624.9,East,CUST1029
ORD00383,2023-05-06,Lenovo IdeaPad,Laptops,2,220200.0,33270.16,East,CUST1049
ORD00384,2023-11-17,Vivo V23,Phones,2,139400.0,20857.95,East,CUST1004
ORD00385,2023-03-08,Vivo V23,Phones,2,93200.0,7763.97,East,CUST1045
ORD00386,2023-08-22,Wireless Earbuds,Accessories,3,4200.0,2037.54,East,CUST1050
ORD00387,2023-05-05,Realme Pad,Tablets,5,122000.0,25133.42,North,CUST1042
ORD00388,2023-07-20,USB Hub,Accessories,3,13500.0,5677.95,North,CUST1029
ORD00389,2023-10-05,Samsung QLED,TVs,4,111600.0,19696.18,West,CUST1005
ORD00390,2023-11-05,Sony Bravia,TVs,1,75600.0,6063.15,East,CUST1023
ORD00391,2023-09-07,Lenovo Tab P11,Tablets,2,95200.0,17065.73,North,CUST1021
ORD00392,2023-04-02,USB Hub,Accessories,4,16800.0,6870.62,East,CUST1024
ORD00393,2023-09-30,Samsung QLED,TVs,5,422500.0,50137.12,East,CUST1018
ORD00394,2023-10-11,Samsung S22,Phones,3,84300.0,10741.21,North,CUST1017
ORD00395,2023-12-20,MI TV 4K,TVs,3,112800.0,14795.04,East,CUST1045
ORD00396,2023-07-03,USB Hub,Accessories,3,9000.0,2803.93,West,CUST1041
ORD00397,2023-04-18,Lenovo IdeaPad,Laptops,1,144400.0,25549.47,West,CUST1032
ORD00398,2023-07-22,Lenovo IdeaPad,Laptops,3,187200.0,40111.29,West,CUST1050
ORD00399,2023-06-24,OnePlus 10,Phones,5,393500.0,50726.13,East,CUST1047
ORD00400,2023-04-26,USB Hub,Accessories,3,4200.0,1351.78,North,CUST1017
ORD00401,2023-10-21,iPhone 13,Phones,1,73100.0,6395.88,East,CUST1005
ORD00402,2023-06-20,OnePlus TV,TVs,2,140600.0,20039.25,East,CUST1010
ORD00403,2023-07-03,Asus VivoBook,Laptops,4,514000.0,72892.39,South,CUST1030
ORD00404,2023-11-23,Lenovo Tab P11,Tablets,2,82200.0,16110.02,South,CUST1007
ORD00405,2023-02-06,iPad Air,Tablets,4,191600.0,35190.53,North,CUST1040
ORD00406,2023-07-13,MI TV 4K,TVs,1,97800.0,15795.73,East,CUST1040
ORD00407,2023-12-21,Samsung S22,Phones,4,166000.0,14594.92,West,CUST1003
ORD00408,2023-03-24,USB Hub,Accessories,5,18000.0,5421.92,East,CUST1038
ORD00409,2023-07-07,Dell XPS 13,Laptops,2,254800.0,52504.85,South,CUST1002
ORD00410,2023-08-03,Asus VivoBook,Laptops,4,540000.0,86505.79,South,CUST1027
ORD00411,2023-09-26,OnePlus TV,TVs,1,77200.0,6663.35,North,CUST1019
ORD00412,2023-07-02,Samsung QLED,TVs,1,97200.0,8023.0,East,CUST1032
ORD00413,2023-06-09,MacBook Air,Laptops,4,434800.0,48161.22,South,CUST1014
ORD00414,2023-01-30,Lenovo IdeaPad,Laptops,4,293600.0,42130.28,East,CUST1004
ORD00415,2023-10-17,Samsung QLED,TVs,2,126200.0,9974.2,South,CUST1034
ORD00416,2023-08-29,iPad Air,Tablets,4,117200.0,11061.89,South,CUST1029
ORD00417,2023-11-21,MacBook Air,Laptops,1,46900.0,10594.75,West,CUST1029
ORD00418,2023-06-11,Phone Case,Accessories,1,2100.0,743.57,West,CUST1004
ORD00419,2023-04-22,Wireless Earbuds,Accessories,3,7500.0,3614.91,West,CUST1012
ORD00420,2023-11-12,Realme Pad,Tablets,1,41500.0,6189.06,East,CUST1025
ORD00421,2023-01-24,Asus VivoBook,Laptops,5,681500.0,86837.47,West,CUST1011
ORD00422,2023-07-30,Redmi Note 11,Phones,1,34400.0,3186.95,West,CUST1037
ORD00423,2023-02-10,Dell XPS 13,Laptops,5,474000.0,74782.04,East,CUST1047
ORD00424,2023-01-13,HP Pavilion,Laptops,4,161200.0,36889.57,South,CUST1037
ORD00425,2023-11-06,MI TV 4K,TVs,2,90200.0,12527.19,West,CUST1022
ORD00426,2023-08-04,Redmi Note 11,Phones,5,320000.0,26980.05,West,CUST1007
ORD00427,2023-05-29,Wireless Earbuds,Accessories,3,5700.0,2445.11,West,CUST1040
ORD00428,2023-11-09,Redmi Note 11,Phones,5,168500.0,20916.63,North,CUST1010
ORD00429,2023-04-12,MI TV 4K,TVs,5,452000.0,40240.05,West,CUST1002
ORD00430,2023-04-12,Redmi Note 11,Phones,2,34000.0,5723.7,North,CUST1012
ORD00431,2023-12-12,USB Hub,Accessories,3,13200.0,4069.97,South,CUST1001
ORD00432,2023-10-10,Screen Guard,Accessories,1,2800.0,1386.57,South,CUST1042
ORD00433,2023-08-12,iPad Air,Tablets,2,39600.0,5582.45,North,CUST1025
ORD00434,2023-07-27,Samsung S22,Phones,4,226800.0,33674.8,East,CUST1036
ORD00435,2023-08-13,MI TV 4K,TVs,3,81600.0,13694.71,East,CUST1025
ORD00436,2023-06-06,Samsung QLED,TVs,4,441600.0,64127.5,South,CUST1034
ORD00437,2023-03-31,USB Hub,Accessories,4,10400.0,3240.32,West,CUST1009
ORD00438,2023-10-05,MI TV 4K,TVs,2,172400.0,21956.04,North,CUST1017
ORD00439,2023-01-25,Samsung Tab S7,Tablets,4,154400.0,31721.56,South,CUST1045
ORD00440,2023-12-17,Lenovo Tab P11,Tablets,5,234500.0,39638.39,West,CUST1011
ORD00441,2023-07-07,iPad Air,Tablets,1,52700.0,6704.9,North,CUST1047
ORD00442,2023-11-04,Samsung S22,Phones,2,49200.0,3982.3,North,CUST1011
ORD00443,2023-05-02,Samsung S22,Phones,3,193500.0,23706.1,North,CUST1046
ORD00444,2023-01-03,LG OLED,TVs,2,84200.0,9685.67,South,CUST1006
ORD00445,2023-08-28,MI TV 4K,TVs,5,148500.0,23943.84,East,CUST1013
ORD00446,2023-03-09,HP Pavilion,Laptops,4,450000.0,52350.3,East,CUST1048
ORD00447,2023-10-01,Samsung Tab S7,Tablets,1,21400.0,3087.05,East,CUST1023
ORD00448,2023-05-05,MacBook Air,Laptops,4,524800.0,110112.69,South,CUST1017
ORD00449,2023-01-08,Lenovo Tab P11,Tablets,5,265000.0,57077.65,North,CUST1042
ORD00450,2023-03-29,Charger 65W,Accessories,3,10500.0,3491.67,South,CUST1022
ORD00451,2023-06-05,MI TV 4K,TVs,1,104400.0,16091.22,South,CUST1043
ORD00452,2023-04-01,LG OLED,TVs,4,167600.0,20407.32,South,CUST1037
ORD00453,2023-01-10,iPad Air,Tablets,5,163500.0,28243.11,West,CUST1009
ORD00454,2023-11-23,Samsung Tab S7,Tablets,3,99900.0,15162.91,North,CUST1003
ORD00455,2023-12-25,Screen Guard,Accessories,5,3000.0,934.62,East,CUST1026
ORD00456,2023-04-01,Samsung S22,Phones,5,156500.0,23113.31,South,CUST1004
ORD00457,2023-04-26,Samsung S22,Phones,1,27500.0,5230.19,East,CUST1010
ORD00458,2023-10-05,Lenovo Tab P11,Tablets,1,13700.0,1165.08,South,CUST1045
ORD00459,2023-05-29,Vivo V23,Phones,4,211200.0,27961.55,East,CUST1012
ORD00460,2023-11-23,HP Pavilion,Laptops,3,167400.0,27539.88,South,CUST1040
ORD00461,2023-08-30,OnePlus TV,TVs,4,412800.0,68799.93,West,CUST1045
ORD00462,2023-11-20,Sony Bravia,TVs,3,244200.0,15613.45,South,CUST1015
ORD00463,2023-02-09,Realme Pad,Tablets,1,29600.0,5728.28,East,CUST1036
ORD00464,2023-06-30,Asus VivoBook,Laptops,2,261400.0,46359.01,West,CUST1023
ORD00465,2023-09-06,OnePlus TV,TVs,5,488500.0,29310.68,West,CUST1006
ORD00466,2023-03-26,Sony Bravia,TVs,2,88200.0,7446.67,North,CUST1020
ORD00467,2023-08-27,Lenovo Tab P11,Tablets,4,214400.0,23884.39,North,CUST1005
ORD00468,2023-04-22,LG OLED,TVs,2,220200.0,34827.54,East,CUST1014
ORD00469,2023-08-01,OnePlus 10,Phones,4,316000.0,53881.09,South,CUST1021
ORD00470,2023-09-12,OnePlus 10,Phones,2,122200.0,12229.6,South,CUST1009
ORD00471,2023-02-17,OnePlus 10,Phones,2,92600.0,11427.32,West,CUST1047
ORD00472,2023-07-10,OnePlus 10,Phones,5,257000.0,44637.77,North,CUST1036
ORD00473,2023-07-17,iPhone 13,Phones,2,120600.0,19985.74,North,CUST1047
ORD00474,2023-03-14,Asus VivoBook,Laptops,1,70100.0,15496.35,North,CUST1006
ORD00475,2023-03-17,Screen Guard,Accessories,5,22000.0,9685.15,West,CUST1047
ORD00476,2023-02-01,Sony Bravia,TVs,1,61100.0,4861.38,West,CUST1004
ORD00477,2023-03-19,Dell XPS 13,Laptops,3,378000.0,44852.51,South,CUST1033
ORD00478,2023-06-17,Asus VivoBook,Laptops,4,406000.0,71116.25,East,CUST1001
ORD00479,2023-05-27,Samsung QLED,TVs,5,581500.0,84741.58,West,CUST1016
ORD00480,2023-05-31,Lenovo Tab P11,Tablets,2,93600.0,16361.41,South,CUST1022
ORD00481,2023-04-24,iPad Air,Tablets,5,75000.0,9285.06,West,CUST1019
ORD00482,2023-04-23,Samsung Tab S7,Tablets,4,164000.0,14310.15,West,CUST1011
ORD00483,2023-02-26,Samsung QLED,TVs,4,336000.0,33628.89,West,CUST1014
ORD00484,2023-01-19,Samsung QLED,TVs,1,52100.0,5831.66,South,CUST1005
ORD00485,2023-03-20,Samsung Tab S7,Tablets,4,216800.0,41166.13,East,CUST1014
ORD00486,2023-07-21,Realme Pad,Tablets,4,95600.0,11346.25,North,CUST1008
ORD00487,2023-11-21,Asus VivoBook,Laptops,2,119400.0,29324.82,West,CUST1041
ORD00488,2023-06-26,LG OLED,TVs,2,160600.0,13575.98,West,CUST1007
ORD00489,2023-01-02,Lenovo Tab P11,Tablets,2,68400.0,12559.79,West,CUST1024
ORD00490,2023-08-18,MacBook Air,Laptops,3,316500.0,39820.95,West,CUST1027
ORD00491,2023-11-18,Redmi Note 11,Phones,4,179200.0,16316.42,South,CUST1034
ORD00492,2023-11-22,Lenovo Tab P11,Tablets,2,62800.0,10932.72,North,CUST1036
ORD00493,2023-06-03,OnePlus Pad,Tablets,2,98400.0,20914.2,North,CUST1010
ORD00494,2023-10-05,Samsung QLED,TVs,3,326700.0,27546.01,West,CUST1034
ORD00495,2023-01-07,Vivo V23,Phones,4,223200.0,28184.27,North,CUST1009
ORD00496,2023-02-15,Phone Case,Accessories,1,1500.0,667.72,South,CUST1032
ORD00497,2023-09-01,Samsung S22,Phones,2,126600.0,15096.46,East,CUST1021
ORD00498,2023-09-05,Redmi Note 11,Phones,4,172800.0,28825.41,West,CUST1017
ORD00499,2023-06-17,iPad Air,Tablets,1,22400.0,4031.27,East,CUST1049
ORD00500,2023-10-17,MI TV 4K,TVs,1,45400.0,4199.35,West,CUST1011
